meeting_date,decided_rate,member,preferred_rate,skew,hawkish_dissents,dovish_dissents
2016-06-16,0.005,Nemat Shafik,0.005,0.0,0,0
2016-07-14,0.005,Andrew Haldane,0.005,-0.000278,0,1
2016-07-14,0.005,Ben Broadbent,0.005,-0.000278,0,1
2016-07-14,0.005,Gertjan Vlieghe,0.0025,-0.000278,0,1
2016-07-14,0.005,Ian McCafferty,0.005,-0.000278,0,1
2016-07-14,0.005,Jon Cunliffe,0.005,-0.000278,0,1
2016-07-14,0.005,Kristin Forbes,0.005,-0.000278,0,1
2016-07-14,0.005,Mark Carney,0.005,-0.000278,0,1
2016-07-14,0.005,Martin Weale,0.005,-0.000278,0,1
2016-07-14,0.005,Nemat Shafik,0.005,-0.000278,0,1
2016-08-04,0.0025,Andrew Haldane,0.0025,0.0,0,0
2016-08-04,0.0025,Ben Broadbent,0.0025,0.0,0,0
2016-08-04,0.0025,Gertjan Vlieghe,0.0025,0.0,0,0
2016-08-04,0.0025,Ian McCafferty,0.0025,0.0,0,0
2016-08-04,0.0025,Jon Cunliffe,0.0025,0.0,0,0
2016-08-04,0.0025,Kristin Forbes,0.0025,0.0,0,0
2016-08-04,0.0025,Mark Carney,0.0025,0.0,0,0
2016-08-04,0.0025,Martin Weale,0.0025,0.0,0,0
2016-08-04,0.0025,Nemat Shafik,0.0025,0.0,0,0
2016-09-15,0.0025,Andrew Haldane,0.0025,0.0,0,0
2016-09-15,0.0025,Ben Broadbent,0.0025,0.0,0,0
2016-09-15,0.0025,Gertjan Vlieghe,0.0025,0.0,0,0
2016-09-15,0.0025,Ian McCafferty,0.0025,0.0,0,0
2016-09-15,0.0025,Jon Cunliffe,0.0025,0.0,0,0
2016-09-15,0.0025,Kristin Forbes,0.0025,0.0,0,0
2016-09-15,0.0025,Mark Carney,0.0025,0.0,0,0
2016-09-15,0.0025,Michael Saunders,0.0025,0.0,0,0
2016-09-15,0.0025,Nemat Shafik,0.0025,0.0,0,0
2016-11-03,0.0025,Andrew Haldane,0.0025,0.0,0,0
2016-11-03,0.0025,Ben Broadbent,0.0025,0.0,0,0
2016-11-03,0.0025,Gertjan Vlieghe,0.0025,0.0,0,0
2016-11-03,0.0025,Ian McCafferty,0.0025,0.0,0,0
2016-11-03,0.0025,Jon Cunliffe,0.0025,0.0,0,0
2016-11-03,0.0025,Kristin Forbes,0.0025,0.0,0,0
2016-11-03,0.0025,Mark Carney,0.0025,0.0,0,0
2016-11-03,0.0025,Michael Saunders,0.0025,0.0,0,0
2016-11-03,0.0025,Nemat Shafik,0.0025,0.0,0,0
2016-12-15,0.0025,Andrew Haldane,0.0025,0.0,0,0
2016-12-15,0.0025,Ben Broadbent,0.0025,0.0,0,0
2016-12-15,0.0025,Gertjan Vlieghe,0.0025,0.0,0,0
2016-12-15,0.0025,Ian McCafferty,0.0025,0.0,0,0
2016-12-15,0.0025,Jon Cunliffe,0.0025,0.0,0,0
2016-12-15,0.0025,Kristin Forbes,0.0025,0.0,0,0
2016-12-15,0.0025,Mark Carney,0.0025,0.0,0,0
2016-12-15,0.0025,Michael Saunders,0.0025,0.0,0,0
2016-12-15,0.0025,Nemat Shafik,0.0025,0.0,0,0
2017-02-02,0.0025,Andrew Haldane,0.0025,0.0,0,0
2017-02-02,0.0025,Ben Broadbent,0.0025,0.0,0,0
2017-02-02,0.0025,Gertjan Vlieghe,0.0025,0.0,0,0
2017-02-02,0.0025,Ian McCafferty,0.0025,0.0,0,0
2017-02-02,0.0025,Jon Cunliffe,0.0025,0.0,0,0
2017-02-02,0.0025,Kristin Forbes,0.0025,0.0,0,0
2017-02-02,0.0025,Mark Carney,0.0025,0.0,0,0
2017-02-02,0.0025,Michael Saunders,0.0025,0.0,0,0
2017-02-02,0.0025,Nemat Shafik,0.0025,0.0,0,0
2017-03-16,0.0025,Andrew Haldane,0.0025,0.000278,1,0
2017-03-16,0.0025,Ben Broadbent,0.0025,0.000278,1,0
2017-03-16,0.0025,Charlotte Hogg,0.0025,0.000278,1,0
2017-03-16,0.0025,Gertjan Vlieghe,0.0025,0.000278,1,0
2017-03-16,0.0025,Ian McCafferty,0.0025,0.000278,1,0
2017-03-16,0.0025,Jon Cunliffe,0.0025,0.000278,1,0
2017-03-16,0.0025,Kristin Forbes,0.005,0.000278,1,0
2017-03-16,0.0025,Mark Carney,0.0025,0.000278,1,0
2017-03-16,0.0025,Michael Saunders,0.0025,0.000278,1,0
2017-05-11,0.0025,Andrew Haldane,0.0025,0.000312,1,0
2017-05-11,0.0025,Ben Broadbent,0.0025,0.000312,1,0
2017-05-11,0.0025,Gertjan Vlieghe,0.0025,0.000312,1,0
2017-05-11,0.0025,Ian McCafferty,0.0025,0.000312,1,0
2017-05-11,0.0025,Jon Cunliffe,0.0025,0.000312,1,0
2017-05-11,0.0025,Kristin Forbes,0.005,0.000312,1,0
2017-05-11,0.0025,Mark Carney,0.0025,0.000312,1,0
2017-05-11,0.0025,Michael Saunders,0.0025,0.000312,1,0
2017-06-15,0.0025,Andrew Haldane,0.0025,0.000937,3,0
2017-06-15,0.0025,Ben Broadbent,0.0025,0.000937,3,0
2017-06-15,0.0025,Gertjan Vlieghe,0.0025,0.000937,3,0
2017-06-15,0.0025,Ian McCafferty,0.005,0.000937,3,0
2017-06-15,0.0025,Jon Cunliffe,0.0025,0.000937,3,0
2017-06-15,0.0025,Kristin Forbes,0.005,0.000937,3,0
2017-06-15,0.0025,Mark Carney,0.0025,0.000937,3,0
2017-06-15,0.0025,Michael Saunders,0.005,0.000937,3,0
2017-08-03,0.0025,Andrew Haldane,0.0025,0.000625,2,0
2017-08-03,0.0025,Ben Broadbent,0.0025,0.000625,2,0
2017-08-03,0.0025,Gertjan Vlieghe,0.0025,0.000625,2,0
2017-08-03,0.0025,Ian McCafferty,0.005,0.000625,2,0
2017-08-03,0.0025,Jon Cunliffe,0.0025,0.000625,2,0
2017-08-03,0.0025,Mark Carney,0.0025,0.000625,2,0
2017-08-03,0.0025,Michael Saunders,0.005,0.000625,2,0
2017-08-03,0.0025,Silvana Tenreyro,0.0025,0.000625,2,0
2017-09-14,0.0025,Andrew Haldane,0.0025,0.000556,2,0
2017-09-14,0.0025,Ben Broadbent,0.0025,0.000556,2,0
2017-09-14,0.0025,Dave Ramsden,0.0025,0.000556,2,0
2017-09-14,0.0025,Gertjan Vlieghe,0.0025,0.000556,2,0
2017-09-14,0.0025,Ian McCafferty,0.005,0.000556,2,0
2017-09-14,0.0025,Jon Cunliffe,0.0025,0.000556,2,0
2017-09-14,0.0025,Mark Carney,0.0025,0.000556,2,0
2017-09-14,0.0025,Michael Saunders,0.005,0.000556,2,0
2017-09-14,0.0025,Silvana Tenreyro,0.0025,0.000556,2,0
2017-11-02,0.005,Andrew Haldane,0.005,-0.000556,0,2
2017-11-02,0.005,Ben Broadbent,0.005,-0.000556,0,2
2017-11-02,0.005,Dave Ramsden,0.0025,-0.000556,0,2
2017-11-02,0.005,Gertjan Vlieghe,0.005,-0.000556,0,2
2017-11-02,0.005,Ian McCafferty,0.005,-0.000556,0,2
2017-11-02,0.005,Jon Cunliffe,0.0025,-0.000556,0,2
2017-11-02,0.005,Mark Carney,0.005,-0.000556,0,2
2017-11-02,0.005,Michael Saunders,0.005,-0.000556,0,2
2017-11-02,0.005,Silvana Tenreyro,0.005,-0.000556,0,2
2017-12-14,0.005,Andrew Haldane,0.005,0.0,0,0
2017-12-14,0.005,Ben Broadbent,0.005,0.0,0,0
2017-12-14,0.005,Dave Ramsden,0.005,0.0,0,0
2017-12-14,0.005,Gertjan Vlieghe,0.005,0.0,0,0
2017-12-14,0.005,Ian McCafferty,0.005,0.0,0,0
2017-12-14,0.005,Jon Cunliffe,0.005,0.0,0,0
2017-12-14,0.005,Mark Carney,0.005,0.0,0,0
2017-12-14,0.005,Michael Saunders,0.005,0.0,0,0
2017-12-14,0.005,Silvana Tenreyro,0.005,0.0,0,0
2018-02-08,0.005,Andrew Haldane,0.005,0.0,0,0
2018-02-08,0.005,Ben Broadbent,0.005,0.0,0,0
2018-02-08,0.005,Dave Ramsden,0.005,0.0,0,0
2018-02-08,0.005,Gertjan Vlieghe,0.005,0.0,0,0
2018-02-08,0.005,Ian McCafferty,0.005,0.0,0,0
2018-02-08,0.005,Jon Cunliffe,0.005,0.0,0,0
2018-02-08,0.005,Mark Carney,0.005,0.0,0,0
2018-02-08,0.005,Michael Saunders,0.005,0.0,0,0
2018-02-08,0.005,Silvana Tenreyro,0.005,0.0,0,0
2018-03-22,0.005,Andrew Haldane,0.005,0.000556,2,0
2018-03-22,0.005,Ben Broadbent,0.005,0.000556,2,0
2018-03-22,0.005,Dave Ramsden,0.005,0.000556,2,0
2018-03-22,0.005,Gertjan Vlieghe,0.005,0.000556,2,0
2018-03-22,0.005,Ian McCafferty,0.0075,0.000556,2,0
2018-03-22,0.005,Jon Cunliffe,0.005,0.000556,2,0
2018-03-22,0.005,Mark Carney,0.005,0.000556,2,0
2018-03-22,0.005,Michael Saunders,0.0075,0.000556,2,0
2018-03-22,0.005,Silvana Tenreyro,0.005,0.000556,2,0
2018-05-10,0.005,Andrew Haldane,0.005,0.000556,2,0
2018-05-10,0.005,Ben Broadbent,0.005,0.000556,2,0
2018-05-10,0.005,Dave Ramsden,0.005,0.000556,2,0
2018-05-10,0.005,Gertjan Vlieghe,0.005,0.000556,2,0
2018-05-10,0.005,Ian McCafferty,0.0075,0.000556,2,0
2018-05-10,0.005,Jon Cunliffe,0.005,0.000556,2,0
2018-05-10,0.005,Mark Carney,0.005,0.000556,2,0
2018-05-10,0.005,Michael Saunders,0.0075,0.000556,2,0
2018-05-10,0.005,Silvana Tenreyro,0.005,0.000556,2,0
2018-06-21,0.005,Andrew Haldane,0.0075,0.000833,3,0
2018-06-21,0.005,Ben Broadbent,0.005,0.000833,3,0
2018-06-21,0.005,Dave Ramsden,0.005,0.000833,3,0
2018-06-21,0.005,Gertjan Vlieghe,0.005,0.000833,3,0
2018-06-21,0.005,Ian McCafferty,0.0075,0.000833,3,0
2018-06-21,0.005,Jon Cunliffe,0.005,0.000833,3,0
2018-06-21,0.005,Mark Carney,0.005,0.000833,3,0
2018-06-21,0.005,Michael Saunders,0.0075,0.000833,3,0
2018-06-21,0.005,Silvana Tenreyro,0.005,0.000833,3,0
2018-08-02,0.0075,Andrew Haldane,0.0075,0.0,0,0
2018-08-02,0.0075,Ben Broadbent,0.0075,0.0,0,0
2018-08-02,0.0075,Dave Ramsden,0.0075,0.0,0,0
2018-08-02,0.0075,Gertjan Vlieghe,0.0075,0.0,0,0
2018-08-02,0.0075,Ian McCafferty,0.0075,0.0,0,0
2018-08-02,0.0075,Jon Cunliffe,0.0075,0.0,0,0
2018-08-02,0.0075,Mark Carney,0.0075,0.0,0,0
2018-08-02,0.0075,Michael Saunders,0.0075,0.0,0,0
2018-08-02,0.0075,Silvana Tenreyro,0.0075,0.0,0,0
2018-09-13,0.0075,Andrew Haldane,0.0075,0.0,0,0
2018-09-13,0.0075,Ben Broadbent,0.0075,0.0,0,0
2018-09-13,0.0075,Dave Ramsden,0.0075,0.0,0,0
2018-09-13,0.0075,Gertjan Vlieghe,0.0075,0.0,0,0
2018-09-13,0.0075,Jon Cunliffe,0.0075,0.0,0,0
2018-09-13,0.0075,Jonathan Haskel,0.0075,0.0,0,0
2018-09-13,0.0075,Mark Carney,0.0075,0.0,0,0
2018-09-13,0.0075,Michael Saunders,0.0075,0.0,0,0
2018-09-13,0.0075,Silvana Tenreyro,0.0075,0.0,0,0
2018-11-01,0.0075,Andrew Haldane,0.0075,0.0,0,0
2018-11-01,0.0075,Ben Broadbent,0.0075,0.0,0,0
2018-11-01,0.0075,Dave Ramsden,0.0075,0.0,0,0
2018-11-01,0.0075,Gertjan Vlieghe,0.0075,0.0,0,0
2018-11-01,0.0075,Jon Cunliffe,0.0075,0.0,0,0
2018-11-01,0.0075,Jonathan Haskel,0.0075,0.0,0,0
2018-11-01,0.0075,Mark Carney,0.0075,0.0,0,0
2018-11-01,0.0075,Michael Saunders,0.0075,0.0,0,0
2018-11-01,0.0075,Silvana Tenreyro,0.0075,0.0,0,0
2018-12-20,0.0075,Andrew Haldane,0.0075,0.0,0,0
2018-12-20,0.0075,Ben Broadbent,0.0075,0.0,0,0
2018-12-20,0.0075,Dave Ramsden,0.0075,0.0,0,0
2018-12-20,0.0075,Gertjan Vlieghe,0.0075,0.0,0,0
2018-12-20,0.0075,Jon Cunliffe,0.0075,0.0,0,0
2018-12-20,0.0075,Jonathan Haskel,0.0075,0.0,0,0
2018-12-20,0.0075,Mark Carney,0.0075,0.0,0,0
2018-12-20,0.0075,Michael Saunders,0.0075,0.0,0,0
2018-12-20,0.0075,Silvana Tenreyro,0.0075,0.0,0,0
2019-02-07,0.0075,Andrew Haldane,0.0075,0.0,0,0
2019-02-07,0.0075,Ben Broadbent,0.0075,0.0,0,0
2019-02-07,0.0075,Dave Ramsden,0.0075,0.0,0,0
2019-02-07,0.0075,Gertjan Vlieghe,0.0075,0.0,0,0
2019-02-07,0.0075,Jon Cunliffe,0.0075,0.0,0,0
2019-02-07,0.0075,Jonathan Haskel,0.0075,0.0,0,0
2019-02-07,0.0075,Mark Carney,0.0075,0.0,0,0
2019-02-07,0.0075,Michael Saunders,0.0075,0.0,0,0
2019-02-07,0.0075,Silvana Tenreyro,0.0075,0.0,0,0
2019-03-21,0.0075,Andrew Haldane,0.0075,0.0,0,0
2019-03-21,0.0075,Ben Broadbent,0.0075,0.0,0,0
2019-03-21,0.0075,Dave Ramsden,0.0075,0.0,0,0
2019-03-21,0.0075,Gertjan Vlieghe,0.0075,0.0,0,0
2019-03-21,0.0075,Jon Cunliffe,0.0075,0.0,0,0
2019-03-21,0.0075,Jonathan Haskel,0.0075,0.0,0,0
2019-03-21,0.0075,Mark Carney,0.0075,0.0,0,0
2019-03-21,0.0075,Michael Saunders,0.0075,0.0,0,0
2019-03-21,0.0075,Silvana Tenreyro,0.0075,0.0,0,0
2019-05-02,0.0075,Andrew Haldane,0.0075,0.0,0,0
2019-05-02,0.0075,Ben Broadbent,0.0075,0.0,0,0
2019-05-02,0.0075,Dave Ramsden,0.0075,0.0,0,0
2019-05-02,0.0075,Gertjan Vlieghe,0.0075,0.0,0,0
2019-05-02,0.0075,Jon Cunliffe,0.0075,0.0,0,0
2019-05-02,0.0075,Jonathan Haskel,0.0075,0.0,0,0
2019-05-02,0.0075,Mark Carney,0.0075,0.0,0,0
2019-05-02,0.0075,Michael Saunders,0.0075,0.0,0,0
2019-05-02,0.0075,Silvana Tenreyro,0.0075,0.0,0,0
2019-06-20,0.0075,Andrew Haldane,0.0075,0.0,0,0
2019-06-20,0.0075,Ben Broadbent,0.0075,0.0,0,0
2019-06-20,0.0075,Dave Ramsden,0.0075,0.0,0,0
2019-06-20,0.0075,Gertjan Vlieghe,0.0075,0.0,0,0
2019-06-20,0.0075,Jon Cunliffe,0.0075,0.0,0,0
2019-06-20,0.0075,Jonathan Haskel,0.0075,0.0,0,0
2019-06-20,0.0075,Mark Carney,0.0075,0.0,0,0
2019-06-20,0.0075,Michael Saunders,0.0075,0.0,0,0
2019-06-20,0.0075,Silvana Tenreyro,0.0075,0.0,0,0
2019-08-01,0.0075,Andrew Haldane,0.0075,0.0,0,0
2019-08-01,0.0075,Ben Broadbent,0.0075,0.0,0,0
2019-08-01,0.0075,Dave Ramsden,0.0075,0.0,0,0
2019-08-01,0.0075,Gertjan Vlieghe,0.0075,0.0,0,0
2019-08-01,0.0075,Jon Cunliffe,0.0075,0.0,0,0
2019-08-01,0.0075,Jonathan Haskel,0.0075,0.0,0,0
2019-08-01,0.0075,Mark Carney,0.0075,0.0,0,0
2019-08-01,0.0075,Michael Saunders,0.0075,0.0,0,0
2019-08-01,0.0075,Silvana Tenreyro,0.0075,0.0,0,0
2019-09-19,0.0075,Andrew Haldane,0.0075,0.0,0,0
2019-09-19,0.0075,Ben Broadbent,0.0075,0.0,0,0
2019-09-19,0.0075,Dave Ramsden,0.0075,0.0,0,0
2019-09-19,0.0075,Gertjan Vlieghe,0.0075,0.0,0,0
2019-09-19,0.0075,Jon Cunliffe,0.0075,0.0,0,0
2019-09-19,0.0075,Jonathan Haskel,0.0075,0.0,0,0
2019-09-19,0.0075,Mark Carney,0.0075,0.0,0,0
2019-09-19,0.0075,Michael Saunders,0.0075,0.0,0,0
2019-09-19,0.0075,Silvana Tenreyro,0.0075,0.0,0,0
2019-11-07,0.0075,Andrew Haldane,0.0075,-0.000556,0,2
2019-11-07,0.0075,Ben Broadbent,0.0075,-0.000556,0,2
2019-11-07,0.0075,Dave Ramsden,0.0075,-0.000556,0,2
2019-11-07,0.0075,Gertjan Vlieghe,0.0075,-0.000556,0,2
2019-11-07,0.0075,Jon Cunliffe,0.0075,-0.000556,0,2
2019-11-07,0.0075,Jonathan Haskel,0.005,-0.000556,0,2
2019-11-07,0.0075,Mark Carney,0.0075,-0.000556,0,2
2019-11-07,0.0075,Michael Saunders,0.005,-0.000556,0,2
2019-11-07,0.0075,Silvana Tenreyro,0.0075,-0.000556,0,2
2019-12-19,0.0075,Andrew Haldane,0.0075,-0.000556,0,2
2019-12-19,0.0075,Ben Broadbent,0.0075,-0.000556,0,2
2019-12-19,0.0075,Dave Ramsden,0.0075,-0.000556,0,2
2019-12-19,0.0075,Gertjan Vlieghe,0.0075,-0.000556,0,2
2019-12-19,0.0075,Jon Cunliffe,0.0075,-0.000556,0,2
2019-12-19,0.0075,Jonathan Haskel,0.005,-0.000556,0,2
2019-12-19,0.0075,Mark Carney,0.0075,-0.000556,0,2
2019-12-19,0.0075,Michael Saunders,0.005,-0.000556,0,2
2019-12-19,0.0075,Silvana Tenreyro,0.0075,-0.000556,0,2
2020-01-30,0.0075,Andrew Haldane,0.0075,-0.000556,0,2
2020-01-30,0.0075,Ben Broadbent,0.0075,-0.000556,0,2
2020-01-30,0.0075,Dave Ramsden,0.0075,-0.000556,0,2
2020-01-30,0.0075,Gertjan Vlieghe,0.0075,-0.000556,0,2
2020-01-30,0.0075,Jon Cunliffe,0.0075,-0.000556,0,2
2020-01-30,0.0075,Jonathan Haskel,0.005,-0.000556,0,2
2020-01-30,0.0075,Mark Carney,0.0075,-0.000556,0,2
2020-01-30,0.0075,Michael Saunders,0.005,-0.000556,0,2
2020-01-30,0.0075,Silvana Tenreyro,0.0075,-0.000556,0,2
2020-03-11,0.0025,Andrew Haldane,0.0025,0.0,0,0
2020-03-11,0.0025,Ben Broadbent,0.0025,0.0,0,0
2020-03-11,0.0025,Dave Ramsden,0.0025,0.0,0,0
2020-03-11,0.0025,Gertjan Vlieghe,0.0025,0.0,0,0
2020-03-11,0.0025,Jon Cunliffe,0.0025,0.0,0,0
2020-03-11,0.0025,Jonathan Haskel,0.0025,0.0,0,0
2020-03-11,0.0025,Mark Carney,0.0025,0.0,0,0
2020-03-11,0.0025,Michael Saunders,0.0025,0.0,0,0
2020-03-11,0.0025,Silvana Tenreyro,0.0025,0.0,0,0
2020-03-19,0.001,Andrew Bailey,0.001,0.0,0,0
2020-03-19,0.001,Andrew Haldane,0.001,0.0,0,0
2020-03-19,0.001,Ben Broadbent,0.001,0.0,0,0
2020-03-19,0.001,Dave Ramsden,0.001,0.0,0,0
2020-03-19,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2020-03-19,0.001,Jon Cunliffe,0.001,0.0,0,0
2020-03-19,0.001,Jonathan Haskel,0.001,0.0,0,0
2020-03-19,0.001,Michael Saunders,0.001,0.0,0,0
2020-03-19,0.001,Silvana Tenreyro,0.001,0.0,0,0
2020-03-26,0.001,Andrew Bailey,0.001,0.0,0,0
2020-03-26,0.001,Andrew Haldane,0.001,0.0,0,0
2020-03-26,0.001,Ben Broadbent,0.001,0.0,0,0
2020-03-26,0.001,Dave Ramsden,0.001,0.0,0,0
2020-03-26,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2020-03-26,0.001,Jon Cunliffe,0.001,0.0,0,0
2020-03-26,0.001,Jonathan Haskel,0.001,0.0,0,0
2020-03-26,0.001,Michael Saunders,0.001,0.0,0,0
2020-03-26,0.001,Silvana Tenreyro,0.001,0.0,0,0
2020-05-07,0.001,Andrew Bailey,0.001,0.0,0,0
2020-05-07,0.001,Andrew Haldane,0.001,0.0,0,0
2020-05-07,0.001,Ben Broadbent,0.001,0.0,0,0
2020-05-07,0.001,Dave Ramsden,0.001,0.0,0,0
2020-05-07,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2020-05-07,0.001,Jon Cunliffe,0.001,0.0,0,0
2020-05-07,0.001,Jonathan Haskel,0.001,0.0,0,0
2020-05-07,0.001,Michael Saunders,0.001,0.0,0,0
2020-05-07,0.001,Silvana Tenreyro,0.001,0.0,0,0
2020-06-18,0.001,Andrew Bailey,0.001,0.0,0,0
2020-06-18,0.001,Andrew Haldane,0.001,0.0,0,0
2020-06-18,0.001,Ben Broadbent,0.001,0.0,0,0
2020-06-18,0.001,Dave Ramsden,0.001,0.0,0,0
2020-06-18,0.001,Gertjan Vlieghe,0.001,0.0,0,0
2020-06-18,0.001,Jon Cunliffe,0.001,0.0,0,0
2020-06-18,0.001,Jonathan Haskel,0.001,0.0,0,0
2020-06-18,0.001,Michael Saunders,0.001,0.0,0,0
2020-06-18,0.001,Silvana Tenreyro,0.001,0.0,0,0
